Tweet Id	Target	Stance	Opinion Towards	Sentiment	full_text
1248238711827030016	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	#ThursdayThoughts #DrFauci #COVIDー19 #coronavirus  I agree with Dr. Fauci %100 we should stop shaking hands forever. 👏🏾👏🏾👏🏾 People are disgusting. Greasy oily hands 🤢🤮🤮🤮🤮
1260428881443594242	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1278609973224837121	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@BBCSport 1.#Covid_19.2.#lockdown. 3.#clapforourcarers.5.#StayHome.6.#SocialDistancing.7.#globalpandemic.8.facemask.9.#FlattenTheCurve.10.#contacttracing.11.#SecondWave and manager and their assistant will be #BillGates and #DrFauci
1247285765853204482	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	"Trump is rambling again at the White house press briefing about the economy, stocks. Who are the ""people"" he constantly refers to? Where is #DrFauci? This is supposed  to be about #COVID19, we need #facts not his beliefs. @WhiteHouse @PressSec @MickMulvaneyOMB #WorldWidePandemic"
1241103513041559553	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@atDavidHoffman He'll be fired b/c, no matter how many times Trump reprimands him, he can't go against his conscience. Politics have always been iffy, but I'll never understand Americans still supporting him--attacking those of us who refuse to along w/lies that literally kill. #DrFauci #COVID19
1277343428167086080	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	"@janetlynandrea ugh Birx AND Carson? Performance theater 🎭 given top down signaling sans masks. #Publichealth needs Fauci ""freed,"" maybe an editorial cartoon of #DrFauci in a basement w/duct tape over his mouth for trying to speak the truth? @AnnTelnaes @mikelukovich @lizadonnelly #cartoonists"
1245112608950231044	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	This is not an ego stroking trump rally Pence, give facts or get off the air. #DrFauci #Coronavirus
1260302119019692032	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	I listened to the #SupremeCourt today and missed #DrFauci  but from what I hear now He's worried we're moving to fast.   So may I suggest a new hashtag? #TestAndTrace in all #COVID19 tweets
1281934668280012805	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1282437515211939841	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1248431851292651520	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@realDonaldTrump @nytimes Sweet baby jeezus it's not about you-Americans want to hear #DrFauci #DrBirx, not you, you egotistical narcissist. #PressBriefings on #covid19 #pandemic are not about ratings, they're about safety & information. Get over yourself. #ItsNotAboutYou
1243305044323287041	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	"#DrBirxIsAQuack After what we experienced during Spring Break, she honestly thinks people won't travel from ""high risk"" to ""low risk"" counties? She's a threat to public health Help us #DrFauci  #DrBirx #coronavirus  #TrumpLiesAboutCoronavirus #DrFauciIsANationalHero"
1252914447150125057	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1283633359424495616	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	If @realDonaldTrump wanted an actual campaign manager he would let Dr Fauci mange the Covid-19 outbreak so people weren’t dying as a result of going to work @FauciFan #Fauci #TrumpIsNotWell #FauciIsAHero
1276581360262619136	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	#DrBrinx lost my trust awhile ago she makes this shit political   Only person I trust is #DrFauci stays with facts and science of #Covid19  There no wiggle room for BS when lives are on the line.   #TrumpIsANationalDisgrace  #PenceIsALapDog
1278354754947735553	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	"@MeghanMcCain My dear... how dare you criticize #DrFauci in ANY way? He is the ONLY medical person with credibility. A few people who have done NOTHING: #1 Trumpie won't wear a mask & ""it'll be over by Easter"" #2 #MoscowMitchMcConnell has ONLY confirmed judges @TheView ditch her"
1246200355370795011	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Watching #DrFauci talk about #COVID19 on @NewsHour is far more informative than Trump's briefings.
1252751289290817536	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	.@AriMelber Nice tribute to #DrFauci who obviously deserves every accolade that comes his way.    Also nice to see former POTUS clips and and be reminded of the dignity and grace with which they conducted their relationships with heroes like Dr. Fauci.  #COVID19
1289933604080906241	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	Common sense. Imagine that. #WearADamnMask #COVIDIOTS #FauciIsAHero
1246196514994769920	fauci	FAVOR	3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)	other	Where is #DrFauci? #pressbriefing #COVID19 #WearAMask
1281426500106027009	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1282436969323270149	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Science isn’t a partisan issue. Anyone trying to silence medical experts for political gain have no business leading a nation. I stand with #DrFauci #ScienceMatters #COVID #WearAMask
1282788577785585667	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	His voice and leadership are necessary to combat the coronavirus and #CoronaDon. #IStandWithFauci
1247074973686149121	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	All these overnight experts on the #FDA .  #DrFauci already approved it's use for #coronavirus
1278113309208658049	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	Today #DrFauci said if we don't do something we could have > 100K #COVID19 cases daily. As it is hospitals in many areas are at full capacity, if cases go up where will they go and who will treat them? We don't have enough #healthcareworkers & #WeAreTired #WearAMask #StayAtHome
1247024884326313989	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@NateMedeiros_ @SenBobCasey @realDonaldTrump @US_FDA If #DrFauci Dr. #AnthonyFauci & many other #MedicalProfessionals #Doctors have professional reservations about #OffLabel use they have reasons & don’t want to #CompoundTheDanger to #AmericanPeople already #UnderSiege from the #COVID19 #coronavirus. #Trump is known 2 B  #Reckless.
1252015218294771713	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Let’s push for #DrFauci to get the Noble Peace Prize for his leadership in managing #COVID19. What do you think that would do to @realDonaldTrump ? #NobelPeacePrizeforDrFauci #TrumpPressConf
1267922052616351744	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Btw. Where is #DrFauci   We know he’s been put on ice, but he should retire and spill the beans. He’s tried. He’s a legend. We need him. #coronavirus people clearly don’t understand what he did for HIV/AIDS. Let’s not forget about him.
1260459917737177088	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1284633956256817152	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1285612716938469377	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	@EthanRichmond12 @Nationals That is FoxNews and WH propaganda. Science adapts to new information and changing conditions. Early on with a shortage of N95 masks first responders had priority.  Later when it was clear that the virus was airborne cloth face covering of any type was recommended. #FauciIsAHero
1257341681747329028	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@Hope012015 @businessinsider Now that bastard is trying to blame #DrFauci  for HIS slow response to Coronavirus. #TrumpIsACompleteFailure
1285754326200258561	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	"@realDrBirx Reminder as you prop up #trump incompetence.  ""First do no harm""  #TrumpVirus #StayAtHome #coronavirus #COVID19  140,000+ dead #Americans and growing.  #FauciIsAHero"
1246550370723270656	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@politvidchannel Can #DrFauci please just go on Instagram live anytime this guy decides to go on tv?! He should be the one having a daily briefing! #COVID19
1283811031739822081	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Thank you to Dr. Fauci for stepping up to @realDonaldTrump and calling him out on his BULLSHIT. Thank You for being a leader to those who wanna take COVID-19 serious.  #ThankYouDrFauci
1281574315218141185	fauci	FAVOR	3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)	other	@realDonaldTrump 3,118,168 COVID-19 Cases  133,291 Deaths in 4 months 60,000 new cases in 24hrs FL, AZ, TX cases soar #WartimePresident  #COVIDー19  #ScienceMatters  #WearAMask  #SocialDistancing  #StayHome  #DrFauci  #DrBirx
1243364604131995649	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	"""Mitigate! Mitigate! Mitigate! You have to look at the DATA."" -#DrFauci #coronavirus #CoronavirusUSA"
1276615682361372672	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@Yamiche They have completely dropped the ball on the pandemic and don't care if people die  #PenceLies #DrFauci #COVID19 #TrumpKillsAmericans
1249821692479881221	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	Watching today's presser & #DrFauci's slapping down the media over the mitigation issue.   Let's see how the media interprets & twists his words to try to push their agenda that there's trouble between Trump & Fauci.  #patheticmedia #COVID19  #MediaVirus
1282886546002030592	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1260231830487343105	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	Currently happening: #DrFauci testifying at Senate Coronavirus Hearing in the US warning that early reopening of states may trigger an uncontrollable outbreak. Yet self-serving elites in #SouthAfrica assail us everyday with moans about #LockdownSA.
1257779147985883142	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	So @realDonaldTrump and @vp have decided to wind down  the coronavirus task force.  Makes sense.  The press conferences have been a disaster as Trump hijacked them, and he can't control #DrFauci , he can control the head of @HHSGov.  Trump doesn't want accurate info out there.
1282456407518793729	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@duty2warn The GOP is the Party of Grim Reapers. Florida reported 15,300 new cases of #Covid_19 today. GOP and Betsy DeVos wants kids in school to triple the numbers. The right constantly lies about COVID-19 but are now smearing #DrFauci to cover up their lies. #TrumpGolfsAmericansDie
1260409009233973248	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1283722158955548673	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	pos	@Deborah00418507 @morethanmySLE I never go anywhere without a mask!😷#ThankYouDrFauci
1281708440759545861	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1278641134319869963	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@MaureenCKelly We are back on top! Happy @realDonaldTrump? You are the main #COVIDIOTS. You need to listen to #DrFauci. #WearAMask and #goAway
1278029738594844673	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1277633124919201792	fauci	FAVOR	3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)	other	Need info on whether a plastic face guard is a SUBSTITUTE for a mask.  I see people in adverts wearing both, but when I see them in stores, it's with SHIELD only and no masks..  #DrFauci #COVID19 #QuestionOfTheDay #Masks4All
1243300762085621763	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@SteveSchmidtSES Im not a fan of the  @VP but at least he addresses #DrFauci  as Dr. Fauci and not Tony as #Trump does. Disrespectful...  #CoronavirusUSA
1260079328273895424	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	I’m sure #trump is “a bit nervous. Can’t sleep? Maybe because #SCOTUS hears your big disclosure case tomorrow and #DrFauci is going to let the truth out about #COVID19 Sucks to be you right now...
1240048179761967104	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1245869316869775366	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Thank you #DrFauci  We all wonder why there isn't a #StayAtHomeOrder for all of the United States #COVID19 #CoronavirusPandemic
1283734491937341444	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	
1241062249067958278	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	⚠️ #COVID19 OpEd: Ref @POTUS @realDonaldTrump “I feel good” ref posbl use Malaria drug to treat CV19 - NNN recently spoke w person discontinued stomach med re cancer causing ingredient Gave alt drug but it decreased efficacy person’s other med PLEASE LISTEN #DrFauci TEST FIRST ⚠️
1270620537652310016	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	"#DrFauci says Coronavirus is his ""worst nightmare.""  Virus is #SURGING in dozens of states because everyone was in such a hurry to get out there and re open everything. #SlowDown America. #BeSafe  #Masks #SocialDistancing"
1286988061834973184	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1283812823722635264	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	The Devil went down to Georgia and they called him Brian Kemp He refused to order mask wearing, saying all are exempt If you live your life mask-free instead You might end up the next one dead How do I stay alive you ask Use common sense & Wear the Damn Mask! #COVID19 #TrustFauci
1285998664259784704	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	If someone could make Trump say he was wrong, would it be considered a miracle? #TrumpVirus #ImpeachTrumpAgain #IStandWithFauci
1278022317822664704	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@kylegriffin1 Neither should we think that #RandPaul knows more about #COVID19 than the experts. But given the choice, I'll bet my life on #DrFauci and the other experts. It's what they do. If you follow Rand Paul's advice instead, good luck, and I'll see you on the other side. #GOP
1243331720906076160	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	"""You don't make the timeline. The virus makes the time line."" - Dr. Anthony Fauci  If only our president would listen to #DrFauci, the immunologist he selected to serve on the #COVID19 task force. He doesn't listen because he cares more about reelection than saving lives."
1255615666951991298	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@funder @lcookwike 1/2 The train has all but completely gone off the tracks! What little structure we had w/a daily #coronavirus press briefing that provided some useful info from #DrFauci has suddenly halted. Now,  (unannounced) Trump & Pence appear in random places to speak at random times...
1239186166571847685	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@JenniferJJacobs @doug_hanks @chucktodd Dr. Fauci saved us from this being worse.   He was the only guy well-liked enough by both parties to get the right thing done.   When this subsides, he'll be recognized as a true hero.  Woulda been much worse w/o his guidance.   #DrFauci  #COVID19
1249693737787236352	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	How we handle COVID-19 requires facts. Science. Medical expertise. Experience. Not political influence.  That person is Dr. Fauci. #SaveFauci
1247457720115978241	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1278076233285275653	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	How can one thank #DrFauci by sending him a nice note? Twitter, FB? @ProjectLincoln @JoeBiden #COVID19
1286333637235941377	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@suzydymna @realDonaldTrump That’s a laugh. Trump has failed Americans. His incompetence is epic. Failed to act last January when he learned of Covid19. He has no plan for recovery.  145,000 Americans are dead. It took trump 6 months to recommend mask wearing. #IStandWithFauci
1253105176040427520	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	"LOL at #MSNBC text beneath #Trump presser: #DrFauci says ""there will be #coronavirus in the fall"" after Trump says virus ""may not come back at all."""
1260678646634774529	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1282857121793609728	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1282891654496579586	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	if you don't stand with Fauci, you'll fall for every lie Trump's tells about coronavirus. #IStandWithFauci
1249687760266506240	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1280985517811695616	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1282583172929269763	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1287418160090685440	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	What is up with all the bad mouthing of Dr. Fauci?  Friends, that were Trump voters, but not now, are hating on him...a picture with his mask down?  Something about pharmaceutical interest? Saying the virus is warfare? Guess they aren't totally deprogrammed yet. #FauciIsAHero
1242134301040357384	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump PLEASE STOP TALKING and ATTACKING and DO YOUR JOB!!! Leave briefings to the pros and get busy providing resources.  #DrFauci #COVID19 #FactsMatter
1243379333877514260	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	The @StephenCurry30 & #DrFauci Interview on #COVID19 has been so informative. No politics. Just honest, educated, precise questions. Thanks fam.
1241213000624701442	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	When this is all over, this is who I will remember for the good: @CMOH_Alberta @nenshi @BryanSzumlas @JustinTrudeau @NYGovCuomo @PeterAlexander @gustavson64 and #DrFauci #covid19
1282188736273321985	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@MSNBC @NBCNews #Propaganda technique of repeating unsubstantiated stats without documented facts about  #COVID19 #DrFauci & other issues until they may become believed by at least some people is obnoxious tactic being used by #Trump. #TrumpLies #FauciHero #VoteOutTheGOP #VoteBlueToSaveAmerica
1289404849260503040	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1237866638109593603	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	"@itsJeffTiedrich @realDonaldTrump ➡️ #DrFauci: ""There’s No Question That If the President Did Not Institute a Travel Ban on China, There Would Have Been Many More #CoronaVirus Cases.""  🇺🇸 Thank you,"
1241131320950034436	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1282818655168995328	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@ReallyAmerican1 @realDonaldTrump I bet the people against #Fauci wouldn't go to #Individual1 if hey got #COVID19 they'd go straight to a DOCTOR. #IStandWithDrFauci #IStandWithFauci
1248812447613378561	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@JustinAHorwitz WTF? @realDonaldTrump @VP @KellyannePolls @PressSec  #coronavirus is a VIRUS......antibiotics don't work on a virus. Where are you #DrFauci ????
1253099030650945536	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1281691853193125890	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	We want to hear from #DrFauci and the #CDC — the one we had before #Trump wanted them to change the #science to suit #Trump’s lies. #COVID19 #ScienceMatters #TrumpVirus2020 #TrumpFailedAmerica
1283820662566649859	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump do you think Americans are that stupid? #dontcensorus #worstpresident #coronavirus #YouAreNOTaDoctor #IStandWithFauci
1283757370909134849	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1282440858269360136	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	😷💔🇺🇸 @POTUS TRUMP’S WH is now putting opo out on Dr Fauci calling him a liar & saying HE made mistakes b/c he won’t back TRUMP’S lies like the GOP & his lackies. #DrFauci is telling FACTS on #Coronavirus & TRUMP is killing Americans w his lies. #VoteBlueToEndCorruption
1244551595746045955	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Dear Dr. Fauci, As a nurse I am grateful for the COVID-19 work you are doing on behalf of the country. ❤👏 #DrFauci
1280351454004469765	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@A_Shy_Nobody @TaraElizabth16 @News12NJ Why don't you go read the CDCs 5 planning scenarios for covid where they discuss the mortality rates or what Fauci wrote in the NE journal of medicine back in March before you start calling others uneducated. #nomasks #firefauci
1289412656726605824	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@WhiteHouse @realDonaldTrump Maybe if you had kept saying this from the beginning, all those blind #covidiots out there would have followed your lead, but they are already set on a conspiracy theory trail of ignorance. Maybe they would have followed you.  #WearADamnMask #ListenToScience #IStandWithFauci
1284588573912686592	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@texan_maga @HLAurora63 @FoxNews Hes not ...he hadny firex Fauci yet.   Thats on him.  #FireFauci
1260369158182588418	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@IngrahamAngle .@RandPaul swam in a pool when he knew he was #Covid19 positive.  He’s irresponsible & selfish. I trust #DrFauci over him any day!
1246552714684874752	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	I only want to hear the truth from #DrFauci !  #shutupTrump #coronavirus #CoronavirusPandemic #CoronavirusNewYork #PrayForNewYork
1285772177346834432	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	When the orangutan in office starts wearing a mask you know shit just got real. #WearAMask #IStandWithFauci
